review_id,source_type,source_native_id,event_date,title_or_name,evidence_excerpt,gold_status,gold_in_scope,gold_primary_technology_id,gold_secondary_technology_ids,gold_use_orientation,gold_artifact_type,gold_vdp_group,reviewer_confidence,reviewer_note
G2B-044,open_source,reyestech/Elastic-SIEM-Lab-Runbook,2024-02-28T02:47:17Z,reyestech/Elastic-SIEM-Lab-Runbook,"A client requested our services to protect their networks. We faced the challenge of our teams being located throughout the US. I created an Elastic SIEM lab environment that connects our systems using Kibana, Active Directory, and Port Forwarding. As a result, we can monitor our client's network using a single dashboard for better protection.  <div align=""center"">   <img src=""https://github.com/reyestech/Elastic-SIEM-Lab-Runbook/assets/153461962/f7d69934-f43a-4762-93f5-8e7374bb31bc"" width=""90%"" /> </div>  ---  # Runbook: Elastic SIEM  #### Hector M. Reyes | SOC Analyst  ## **Intro** **Description** A client sought our security services after experiencing a company-wide security breach. We faced a significant challenge because our teams are located in different parts of the US. To provide the best protection for our clients' businesses, we operate across multiple time zones and promptly monitor various systems.  To address this challenge, I created an Elastic SIEM Lab. This lab environment enables me to remotely connect, monitor, test, and analyze various operating systems across multiple network systems. By utilizing these tools, we can ensure prompt and effective protection for o",,,,,,,,,
G2B-045,open_source,CarterPerez-dev/Cybersecurity-Projects,2025-11-08T02:16:49Z,CarterPerez-dev/Cybersecurity-Projects,"Building 70 Projects ranging from beginner to advanced so anyone can — learn from, build upon, use as a reference, or even copy directly. Gamified Cybersecurity learning 👇 <div align=""center"">   <img width=""260"" height=""260"" alt=""Kali-dragon-icon svg"" src=""https://github.com/user-attachments/assets/d911b71f-6ad9-45b7-9513-237f83377023"" alt=""Kali Linux Icon""/>   <h1 align=""center"">Cybersecurity Projects 🐉</h1>   <p align=""center"">70 Cybersecurity Projects, Certification Roadmaps & Resources</p> </div>  <div align=""center"">   <img src=""https://img.shields.io/github/stars/CarterPerez-dev/Cybersecurity-Projects"" alt=""stars""/>   <img src=""https://img.shields.io/github/forks/CarterPerez-dev/Cybersecurity-Projects"" alt=""forks""/>   <img src=""https://img.shields.io/github/issues/CarterPerez-dev/Cybersecurity-Projects"" alt=""issues""/>   <img src=""https://img.shields.io/github/license/CarterPerez-dev/Cybersecurity-Projects"" alt=""license""/>   <br/>   <img src=""https://img.shields.io/badge/Cybersecurity-70_Projects-darkblue"" alt=""projects""/>   <img src=""https://img.shields.io/badge/Security-Learning_Resources-darkred"" alt=""resources""/> </div>  <div align=""center"">   <a href=""https://github.com/s",,,,,,,,,
G2B-046,open_source,Granger0007/Granger0007,2026-03-06T16:10:29Z,Granger0007/Granger0007,"SOC Analyst | Detection Engineer | MSc Information Security | Royal Holloway <div align=""center"">  <img src=""https://capsule-render.vercel.app/api?type=waving&color=0:0d1117,50:1a1f2e,100:00d4ff&height=220&section=header&text=Bhargav%20Baranda&fontSize=52&fontColor=ffffff&fontAlignY=38&desc=SOC%20Analyst%20%7C%20Detection%20Engineer%20%7C%20Security%20Researcher&descSize=18&descAlignY=58&descColor=00d4ff"" />  [![Typing SVG](https://readme-typing-svg.demolab.com?font=Fira+Code&size=20&duration=3000&pause=1000&color=00D4FF&center=true&vCenter=true&width=700&lines=Building+SOC+capabilities+in+public.;MITRE+ATT%26CK+%7C+Splunk+%7C+Sigma+%7C+KQL;10+labs+documented.+230%2B+videos+%26+Shorts+published.;MSc+Information+Security+%E2%80%94+Royal+Holloway.;Academic+Centre+of+Excellence+in+Cyber+Security+Research.;Every+commit+is+a+rep.)](https://git.io/typing-svg)  <br/>  [![ISC²](https://img.shields.io/badge/ISC²-Certified_in_Cybersecurity-00599C?style=for-the-badge&logoColor=white)](https://www.isc2.org/certifications/cc) [![Security+](https://img.shields.io/badge/CompTIA-Security+_Certified-EE3124?style=for-the-badge)](https://www.comptia.org/certifications/security) [![Royal Holloway](htt",,,,,,,,,
G2B-047,open_source,venkatnikhil616/Venkat-Portfolio,2026-06-23T10:30:03Z,venkatnikhil616/Venkat-Portfolio,"🔐 Venkat Nikhil – Cloud & Cybersecurity Portfolio  A modern and responsive developer portfolio built with Next.js, showcasing my expertise in:  - ☁️ Cloud Computing - 🔒 Cybersecurity - 🐧 Linux Administration - 🛡️ Network Security - ⚡ AWS & IAM - 💻 Full-Stack Development  ---  🌐 Live Portfolio  🚀 Portfolio Website: https://venkat-portfolio-taupe.vercel.app/  ---  👨‍💻 About Me  Aspiring Cloud & Cybersecurity Engineer with hands-on experience in:  - Linux Administration - Network Security - Threat Detection - Intrusion Detection Systems (IDS) - Vulnerability Assessment - AWS IAM - Python & Bash Scripting  Passionate about building secure, scalable, and modern applications while continuously learning cloud and security technologies.  ---  🛠️ Tech Stack  Frontend  - React.js - Next.js - TypeScript - Tailwind CSS - HTML5 - CSS3 - JavaScript  Backend  - Node.js - Express.js - Flask - FastAPI  Cybersecurity & Cloud  - AWS Fundamentals - AWS IAM - Linux Administration - Kali Linux - Ubuntu - Wireshark - Nmap - Intrusion Detection Systems - Threat Monitoring  Programming Languages  - Python - Java - JavaScript - Bash - C  Database & Tools  - MySQL - SQLite - Git & GitHub - VS Code  ---  🚀 Fe",,,,,,,,,
G2B-048,open_source,Sahil200520/Sahil200520,2026-03-19T17:56:22Z,Sahil200520/Sahil200520,"Personal GitHub Profile README # Hi, I'm Ashwini Kumar  ### Cybersecurity | SOC | DFIR | Incident Response | Blue Team  **CompTIA Security+ Certified** | B.Tech CSE (Cybersecurity) @ Lovely Professional University  Cybersecurity-focused Computer Science student with hands-on experience in **Security Operations (SOC), Digital Forensics & Incident Response (DFIR), Network Forensics, Threat Detection, SIEM, and Security Automation**. I am particularly interested in investigating security incidents, analyzing network and endpoint telemetry, identifying indicators of compromise, and developing security-focused tools and automation.  ---  ## 👨‍💻 About Me  *  Focused on **Security Operations (SOC), DFIR, and Blue Team Security** *  Interested in **Incident Response, Threat Detection, and Network Forensics** *  Hands-on experience with **SIEM, Log Analysis, Alert Triage, and Network Traffic Analysis** *  Experience with **Linux Administration, Security Hardening, and Automation** *  Build security tools and automation using **Python and Bash** *  Exploring **AI-Powered DFIR and SOC Automation** *  Target Roles: **SOC Analyst | DFIR Analyst | Cybersecurity Analyst**  ---  ##  Core Cybersecu",,,,,,,,,
G2B-049,open_source,billbuchanan/github.io,2025-11-24T14:47:46Z,billbuchanan/github.io,"These pages outline Bill Buchanan's profile # Outline This page outlines Bill Buchanan's profile  ## Details Prof. William (Bill) J Buchanan, OBE, FRSE (Fellow of the Royal Society of Edinburgh), PhD, PFHEA, CEng, BSc (Hons)  Address:	Professor of Applied Cryptography, Edinburgh Napier University,  10 Colinton Road, Edinburgh. EH10 5DT  Telephone: +44 (0)131 455 2759  Email: b.buchanan@napier.ac.uk  ## 1 Bio ### 1.1 Outline  William (Bill) J Buchanan OBE FRSE is a Professor of Cybersecurity and Applied Cryptography in the School of Computing, Engineering and the Built Environment (SCEBE) at Edinburgh Napier University, a Fellow of the Royal Society of Edinburgh (RSE), and a Principal Fellow of Advance HE (""sustained record of effectiveness in strategic leadership of high-quality learning"").  He was appointed an Officer of the Order of the British Empire (OBE) in the 2017 Birthday Honours for services to cybersecurity innovation, teaching and research - the first in the UK to be awarded this for cybersecurity. In 2024, he was elected as a Fellow of the prestigious Royal Society of Edinburgh (RSE). Bill has received many awards for his teaching, research, and innovation work, includi",,,,,,,,,
G2B-050,open_source,varshareddysangireddypally/Creation-of-Security-Operations-Dashboard-for-Threat-Detection-with-Risk-Mitigation-Analytics,2026-06-29T14:56:04Z,varshareddysangireddypally/Creation-of-Security-Operations-Dashboard-for-Threat-Detection-with-Risk-Mitigation-Analytics,"Creation of Security Operations Dashboard for Threat Detection with Risk Mitigation Analytics – Group 2 This project is an AI-assisted cybersecurity dashboard designed to help security analysts monitor, analyze, and investigate cyber threats through a centralized platform. The system provides a dashboard for viewing detected threats, security alerts, protected assets, analytics, reports, and statistics. It also includes an AI Security Copilot that can assist users with security-related questions and threat analysis. Main Features Security Dashboard – Displays threat counts, protected assets, critical alerts, and security analytics. AI Security Copilot – Provides AI-based assistance for cybersecurity-related queries. Threat Analytics – Visualizes threat and attack information using charts. Attack Sources – Shows the distribution of different attack categories. Upload Center – Allows users to upload and analyze supported files/data. Image Scan – Provides image-based security scanning. URL Scan – Analyzes URLs for potential security risks. QR Scan – Scans QR codes for security analysis. Wireshark Scan – Supports analysis of network capture data. Reports – Provides threat breakdowns, s",,,,,,,,,
G2B-051,open_source,Sitikanta09/Sitikanta09,2025-09-07T17:33:09Z,Sitikanta09/Sitikanta09,"Sitikanta Dash | Aspiring Software Engineer | Postgraduate Student <div align=""center"">  # Hi, I'm Sitikanta Dash  ### Aspiring Software Engineer • Data & AI/ML Enthusiast • CyberSecurity Entusiast  Building practical solutions with **Software Engineering, Data Analytics, Artificial Intelligence, and Cybersecurity.**  <br>  <a href=""https://github.com/Sitikanta09"">   <img src=""https://img.shields.io/badge/GitHub-181717?style=for-the-badge&logo=github&logoColor=white"" /> </a> &nbsp; <a href=""https://www.linkedin.com/in/sitikanta-dash/"">   <img src=""https://img.shields.io/badge/LinkedIn-0A66C2?style=for-the-badge&logo=linkedin&logoColor=white"" /> </a>  <br><br>  <img src=""https://komarev.com/ghpvc/?username=Sitikanta09&style=flat-square&color=blueviolet"" alt=""Profile Views""/>  </div>  ---  ## 👨‍💻 About Me  I'm an **aspiring software engineer** passionate about building practical, data-driven applications and solving real-world problems through technology.  My development journey spans **software engineering, data analytics, machine learning, web development, and cybersecurity**.  I enjoy taking projects from:  > **Problem → Architecture → Development → Testing → Deployment**  and con",,,,,,,,,
G2B-052,open_source,ppradyoth/ai-security-resources,2026-05-23T08:52:47Z,ppradyoth/ai-security-resources,"A curated collection of frameworks, tools, methodologies, and papers for AI Red Teaming, LLM Security, and MLSecOps. # 🛡️ AI Security Resources  [![License: MIT](https://img.shields.io/badge/License-MIT-blue.svg?style=for-the-badge)](LICENSE) [![GitHub](https://img.shields.io/badge/GitHub-ppradyoth%2Fai--security--resources-181717?style=for-the-badge&logo=github)](https://github.com/ppradyoth/ai-security-resources) [![PRs: Welcome](https://img.shields.io/badge/PRs-Welcome-brightgreen.svg?style=for-the-badge)](CONTRIBUTING.md) [![Guide: MLSecOps](https://img.shields.io/badge/Guide-MLSecOps-7B1FA2?style=for-the-badge)](ROADMAP.md)  > **The definitive, battle-hardened guide to AI Security** — curated with the depth of a practitioner who was doing adversarial ML before it had a name. > > Built for engineers who understand that **AI is not just a product surface — it's a new attack surface.**  ---  ## 👤 Who This Is For  This isn't a beginner list. This is the resource you wish existed when you started.  - 🔴 **AI Red Teamers** running automated adversarial campaigns against LLM products   - 🔵 **Security Engineers** defending AI pipelines in production   - 🟡 **ML Researchers** studying mo",,,,,,,,,
G2B-053,open_source,ZygimantasB/ZygimantasB,2024-06-21T16:43:13Z,ZygimantasB/ZygimantasB,"<div align=""center"">   <img src=""https://i.postimg.cc/W1ppMxSs/unnamed.jpg"" alt=""Welcome Banner"" width=""800"">      <h1>Hi there, I'm Žygimantas <img src=""https://media.giphy.com/media/hvRJCLFzcasrR4ia7z/giphy.gif"" width=""35""></h1>      <!-- Animated Typing -->   <a href=""https://git.io/typing-svg"">     <img src=""https://readme-typing-svg.demolab.com?font=Fira+Code&weight=600&size=22&pause=1000&color=6AD3F7&center=true&vCenter=true&random=false&width=600&lines=Data+Analyst+%7C+Python+Developer;Machine+Learning+Enthusiast;Backend+Developer;Always+Learning+New+Technologies"" alt=""Typing SVG"" />   </a>      <br><br>      <!-- Profile Views & Social Badges -->   <img src=""https://komarev.com/ghpvc/?username=ZygimantasB&label=Profile%20Views&color=0e75b6&style=for-the-badge"" alt=""Profile Views"" />   <a href=""https://www.linkedin.com/in/%C5%BEygimantas-b-909939228/"">     <img src=""https://img.shields.io/badge/LinkedIn-0077B5?style=for-the-badge&logo=linkedin&logoColor=white"" alt=""LinkedIn"" />   </a>   <a href=""https://wakatime.com/@7d99a804-4ea4-48e9-8ab2-a1f8c025baeb"">     <img src=""https://wakatime.com/badge/user/7d99a804-4ea4-48e9-8ab2-a1f8c025baeb.svg?style=for-the-badge"" alt=""WakaTime",,,,,,,,,
G2B-054,open_source,LJPompey/LJPompey,2024-12-09T23:00:19Z,LJPompey/LJPompey,"<div align=""center"">    # Hi, I'm La'Mont Pompey Jr. 👋🏾  **Junior Cybersecurity Analyst | Security Automation & CTI | Network Defense | Engineering Cloud-Based SOC Workflows & CI/CD Pipelines**  Early-career cybersecurity professional specializing in Blue Team operations, threat detection, incident response, SIEM/SOAR integration, vulnerability management, and infrastructure automation.  🎯 **Open to: Junior SOC Analyst, Security Analyst, Security Engineering, IT Support Specialist, and IT Technician opportunities.**  </div>  ---  ### 👨🏾‍💻 About Me  I am an **early-career cybersecurity professional** specializing in **Blue Team operations, threat detection, and security architecture.** My professional background includes working as a **Cybersecurity Intern** at Digital Disruption LLC, where **I analyzed industry-wide incident response vulnerabilities and evaluated enterprise cloud security solutions.**   Currently, **I am focused on bridging the gap between theory and execution by engineering production-grade, cloud-based SOC environments, automating incident response workflows, and securing CI/CD pipelines.**  My **core** objective: **To design and deploy the critical telemetry, al",,,,,,,,,
G2B-055,open_source,hexacron/ai-curator,2023-11-20T21:37:32Z,hexacron/ai-curator,"# AI & OSINT Repository Curator  *Last updated: 2026-09-01 10:39:23*  ## 📊 Collection Summary  - **Total Repositories**: 363 - **Total Stars**: 689,166  ### 🔥 Top Languages - **Python**: 252 repositories - **Go**: 50 repositories - **JavaScript**: 35 repositories - **Rust**: 26 repositories  ### 🏷️ Popular Topics - `security` (127) - `cybersecurity` (106) - `llm` (104) - `mcp` (92) - `ai-agents` (80) - `ai` (80) - `python` (79) - `osint` (71) - `ai-security` (68) - `claude-code` (60)  ## ⭐ Top Starred Repositories  ### 1. [ECC](https://github.com/affaan-m/ECC) **245,487 ⭐** | **JavaScript** | Updated: 2026-09-01  The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.  **Topics**: `ai-agents` `anthropic` `claude` `claude-code` `developer-tools`  ---  ### 2. [Quivr](https://github.com/The-Vibe-Company/Quivr) **39,440 ⭐** | **Python** | Updated: 2026-09-01  Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss.",,,,,,,,,
G2B-056,open_source,jiangyanjie/Deep-Learning-Based-Software-Engineering,2024-09-23T14:11:27Z,jiangyanjie/Deep-Learning-Based-Software-Engineering,"We have recently published a survey **[Deep Learning-based Software Engineering: Progress, Challenges, and Opportunities](https://www.sciengine.com/SCIS/doi/10.1007/s11432-023-4127-5)** (<button onclick=""document.getElementById('hidden-text').style.display='block'""> BIBTEX</button>, [<img src=""./pdf.png"">](https://github.com/jiangyanjie/Deep-Learning-Based-Software-Engineering/blob/main/Deep%20Learning-based%20Software%20Engineering%20process%20challenges%20and%20opportunities.pdf) ) in SCIENCE CHINA Information Sciences. Although we have tried our best to collect related papers publicly available before the publication of our survey paper, there must be closely related papers published after the cutoff date. To construct an updated list of related papers in learning-based software engineering, we construct this website to continuously collect relevant papers in the field and translate the latest cutting-edge developments.   <div id=""hidden-text"" style=""display:none;""> @article{:/publisher/Science China Press/journal/SCIENCE CHINA Information Sciences///10.1007/s11432-023-4127-5,   author = ""Xiangping CHEN,Xing HU,Yuan HUANG,He JIANG,Weixing JI,Yanjie JIANG,Yanyan JIANG,Bo LIU,Hui ",,,,,,,,,
G2B-057,open_source,aryanvisualize/PhishGuard-AI,2026-06-16T06:53:48Z,aryanvisualize/PhishGuard-AI,"AI-powered phishing URL detection platform built with Flask and logical regression, featuring real-time URL scanning, user authentication, analytics dashboard, and prediction history. # 🛡️ PhishGuard AI  ### 🧠 Machine Learning Project — Phishing Website Detection & Classification System  [![Python](https://img.shields.io/badge/Python-3.x-3776AB?style=for-the-badge&logo=python&logoColor=white)](https://www.python.org/) [![Flask](https://img.shields.io/badge/Flask-Backend-000000?style=for-the-badge&logo=flask&logoColor=white)](https://flask.palletsprojects.com/) [![Scikit-learn](https://img.shields.io/badge/scikit--learn-ML-F7931E?style=for-the-badge&logo=scikitlearn&logoColor=white)](https://scikit-learn.org/) [![SQLite](https://img.shields.io/badge/SQLite-Database-07405E?style=for-the-badge&logo=sqlite&logoColor=white)](https://www.sqlite.org/) [![Bootstrap](https://img.shields.io/badge/Bootstrap-UI-7952B3?style=for-the-badge&logo=bootstrap&logoColor=white)](https://getbootstrap.com/)  [![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg?style=flat-square)](#-license) [![PRs Welcome](https://img.shields.io/badge/PRs-welcome-brightgreen.svg?style=flat-square)](#-cont",,,,,,,,,
G2B-058,open_source,kimimpr/kimimpr,2025-05-27T16:10:10Z,kimimpr/kimimpr,"# Hi, I'm Kimi 👋  ### Cybersecurity & AI Researcher | Computer Engineering  I'm a Computer Engineering graduate working at the intersection of Artificial Intelligence and Cybersecurity.  My research interests include intelligent intrusion detection, federated learning, graph neural networks, reinforcement learning, autonomous cyber defense, and IoT security.  ---  ## 🔐 Cybersecurity  - Intrusion Detection Systems - Network Security - Web Application Security - Penetration Testing - APT Threat Hunting - Autonomous Security Operations - IoT Security  ## 🤖 AI for Cybersecurity  - Federated Learning - Graph Neural Networks - Deep Reinforcement Learning - Continual Learning - Deep Learning - Computer Vision  ---  ## 🚀 Featured Projects  ### Autonomous SOC Agent AI-driven security operations and autonomous cyber defense.  ### Graph-NIDS Graph-based network intrusion detection system.  ### WebApp Pentest Framework Framework for web application penetration testing.  ### JWT Security Analyzer Security analysis of JSON Web Token implementations.  ---  ## 🔬 Research  My research focuses on developing adaptive and intelligent cybersecurity systems using AI and machine learning.  Current resear",,,,,,,,,
G2B-059,open_source,glferreira-devsecops/Cascavel,2025-06-15T12:06:19Z,glferreira-devsecops/Cascavel,"🐍 Cascavel — The zero-friction offensive security engine. Automate Red Team scans, validate exposures (CTEM), and generate compliance reports in one command. <p align=""center"">   <img src=""docs/cascavel_banner.png"" alt=""Cascavel"" width=""800"" /> </p>  <h1 align=""center"">   <code>CASCAVEL CTEM ENGINE</code> </h1>  <h3 align=""center"">Autonomous Adversarial Exposure Validation (AEV) and Red Team Orchestration Platform.</h3>  <p align=""center"">   <strong>Cascavel is a zero-friction Continuous Threat Exposure Management (CTEM) engine. It orchestrates complex attack chains, enriches findings with Threat Intel (EPSS/CISA KEV), generates AI-driven remediation, and exports native telemetry (OCSF) in a single command.</strong> </p>  <p align=""center"">   <a href=""https://cascavel.pages.dev""><strong>🌐 cascavel.pages.dev</strong></a> ·   🇺🇸 <strong>English</strong> ·   <a href=""README.pt-BR.md"">🇧🇷 Português (Brasil)</a> </p>  <p align=""center"">   <a href=""LICENSE""><img src=""https://img.shields.io/badge/License-MIT-00D4FF.svg?style=flat-square"" /></a>   <a href=""https://www.python.org/""><img src=""https://img.shields.io/badge/Python-3.12+-3776AB.svg?style=flat-square&logo=python&logoColor=white"" /",,,,,,,,,
G2B-060,open_source,RedRider21/NexusSec-OS,2026-06-29T18:05:30Z,RedRider21/NexusSec-OS,"NexusSec OS: vetrina, download ISO (Releases) e repository apk (Pages) # NexusSecOS-Arsenal  Vetrina, download e **repository pacchetti** di **NexusSec OS** — distro Linux live **x86_64 e ARM64 (aarch64)** per la **cybersecurity**, basata su Alpine (musl · apk · OpenRC), desktop Openbox con pannello e Centro di Controllo nativi in Python (GTK3) e **profili operativi dinamici** (Pen Testing · Digital Forensics · OSINT · Web).  L'idea: la copertura di strumenti di Kali/Parrot, ma con ISO molto più piccola e tool **on-demand** (apk · container Podman · pip), ciascuno **isolato**: container (namespace) o **sandbox bubblewrap** con il filesystem di sistema in sola lettura. I pochi tool a **raw-socket** (nmap SYN, masscan, aircrack, responder, ...) girano con privilegi e senza sandbox FS — necessario per i socket grezzi — ma il core resta comunque intatto perché la live è read-only.  Include un **browser integrato stealth**: di default naviga in modo **anonimo** (traffico via **Tor**, IP nascosto) e **senza lasciare tracce** locali (cookie/cronologia/cache solo in RAM), con **interruttore** in barra per passare al volo alla navigazione normale. Interfaccia a schede con **preferiti** (mos",,,,,,,,,
G2B-061,open_source,truckli/infosec-abbrv,2023-06-15T03:33:10Z,truckli/infosec-abbrv,"网络安全缩略语词表速查手册   # 网络安全缩略词表  作为网络安全从业者，我们经常会遭遇莫名其妙的缩略词。缩略词既便利了沟通，又妨碍了理解。  本列表收录了网络安全行业日常沟通中可能出现了数千条缩略词，涉及攻防技术、安全运营、安全研发以及周边的ICT、情报、人工智能等领域。相当多的缩略词有多种含义，下表大致按照行业相关度、词频等因素对多个含义进行排序。读者在阅读其他文献时如果遇到未加解释的缩略词，可以查询本表获得中英文全称。  该列表最初发表于[《网络空间安全体系》（机械工业出版社，2023）](https://item.jd.com/13984284.html)附录部分。经出版社允许，本项目在此基础上持续扩充网络安全缩略词汇，争取做到“一网打尽”，解决广大读者的困扰。   当前收录缩略词形**4747**条，词组**5961**条。   ## 参考链接  本列表链接：[国内链接](https://gitcode.net/littlekarl/infosec-abbrv) [GitHub链接](https://github.com/truckli/infosec-abbrv)  以下链接包含了其他有用的缩略词数据库:  * [All Acronyms网站](https://www.allacronyms.com/)：一个社区驱动的通用缩略词数据库, 词条数庞大，动态更新，并由社区投票确定排名。网络安全部分仍不完善 * [The Free Dictionary](https://acronyms.thefreedictionary.com/)：类似的通用缩略词网站 * [NIST IR7581《系统与网络安全缩略词》](https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir7581.pdf)：约1000个网络安全缩略词，本项目已吸收 * [美军网络缩略词列表](https://public.cyber.mil/acronyms/) : 美国DoD约300个网络安全类缩略词，本项目已吸收  ## A  * A&A：评估与授权（Assessment & Authorization）；认证与授权（ Authentication & Authorization） * A2A：智能体对智能体（Agent-to-Agent） * A2AD：反介入／区域拒止（Anti-Access & Area Denial） * AAA：认证、授权与核查（Authentication, Authorization & Accounting） * AAAA：认证、授权、审计与核查（Authentication, Authorization, Auditing & Accounting）；DNS IPv6地址资源记录（Address × 4） ",,,,,,,,,
G2B-062,open_source,swatambra-sahu/swatambra-sahu,2026-02-04T15:12:04Z,swatambra-sahu/swatambra-sahu,"# 👋 Hi, I'm Swatambra Sahu  ### Software Engineer | Backend & ML Enthusiast | Cloud Learner  I'm an **MCA student at IGDTUW (CGPA: 9.55/10)** passionate about building practical software, AI-powered applications, and cloud-based solutions.  I enjoy working across **backend engineering, machine learning, full-stack development, and system design**, with a strong foundation in **DSA, OOP, DBMS, Operating Systems, and Computer Networks**.  > 💡 *Building real-world software, solving problems, and learning by shipping.*  ---  ## 🚀 About Me  - 🎓 **MCA @ IGDTUW** — CGPA: **9.55/10** - 💻 Interested in **Software Engineering, Backend Development, ML & Cloud** - 🔧 Currently working with **Node.js, Express.js, React.js & GenAI** - 🧠 Strong foundations in **DSA, OOP, DBMS, OS & Computer Networks** - ☁️ Exploring **AWS, scalable backend systems & system design** - 🌐 Open Source Contributor — **GDG IGDTUW SSWoC 2026** - 🤝 Open to **Software Engineering Internships & Full-Time Opportunities**  ---  ## 🛠️ Tech Stack  ### 💻 Languages  ![Java](https://img.shields.io/badge/Java-ED8B00?style=for-the-badge&logo=openjdk&logoColor=white) ![Python](https://img.shields.io/badge/Python-3776AB?style=for-the-",,,,,,,,,
G2B-063,open_source,Benjamin-KY/MLSecOps,2023-12-23T22:44:13Z,Benjamin-KY/MLSecOps,"This repository serves as a comprehensive resource for integrating machine learning with security operations, offering innovative cybersecurity strategies. It features a mix of practical code examples, insightful research, and valuable resources tailored for advancing AI/ML cyber security practices. # Machine Learning Security Operations aka MLSecOps ![MLSecOps Banner](https://github.com/Benjamin-KY/MLSecOps/blob/main/MLSecOpsV1.png)  # MLSecOps Repository  **Last Updated**: November 2025  This repository serves as a comprehensive resource for integrating machine learning with security operations (MLSecOps). It reflects the dramatic evolution of ML Security Operations through 2024-2025, including major industry consolidation, new frameworks, tool ecosystem expansion, and the emergence of agentic AI security.  > **⚠️ 2024-2025 Industry Update**: The MLSecOps landscape has experienced transformative growth with $844M+ in acquisitions (Palo Alto Networks acquiring Protect AI, Cisco acquiring Robust Intelligence for $400M, F5 acquiring CalypsoAI), new standardised frameworks (OWASP LLM Top 10 2025, OpenSSF MLSecOps Whitepaper), and the emergence of agentic AI security as a critical dom",,,,,,,,,
G2B-064,open_source,Anujith2907/Aegis-AI-SOC,2026-06-24T10:28:37Z,Anujith2907/Aegis-AI-SOC,"AegisAI SOC is an AI-powered Security Operations Center that performs real-time threat detection, incident investigation, severity prediction, explainable AI analysis, autonomous response, and intelligent cybersecurity reporting. # Aegis AI Soc  – Autonomous Network Incident Investigation & Response System  ## Overview An enterprise-grade AI cybersecurity platform that detects cyber threats, predicts incident severity, explains root causes, retrieves similar incidents, generates AI-powered reports, and automates security responses. It features a futuristic 3D Security Operations Center (SOC) interface.  ---  ## 🚀 Quick Start Links  ### 1. Frontend (React 3D Security Operations Center) The frontend is built using React.js, TypeScript, Tailwind CSS v4, and React Three Fiber. It comes fully equipped with resilient mock API fallbacks, meaning **you can test all features offline without the backend running**.  **Start the Development Server:** ```bash cd frontend npm install npm run dev ``` 👉 **Development Link:** [http://localhost:5173](http://localhost:5173)  **Build and Preview Production Version:** ```bash cd frontend npm run build npm run preview ``` 👉 **Production Preview Link:** ",,,,,,,,,
G2B-065,open_source,syedaakifzain/DPI-Based-Real-Time-Malicious-Website-Blocking-System,2026-03-10T14:33:17Z,syedaakifzain/DPI-Based-Real-Time-Malicious-Website-Blocking-System,"Deep Packet Inspection (DPI) based cybersecurity system that analyzes network traffic in real time to detect and block malicious websites. It inspects packet payloads, tracks connections, and applies security rules to prevent access to harmful domains and suspicious network activity. # 🛡️ DPI-Based Real-Time Malicious Website Blocking System  > **A host-based cybersecurity system that uses Deep Packet Inspection (DPI), real-time network traffic analysis, TLS SNI/HTTP domain extraction, threat intelligence, and rule-based filtering to detect and block malicious websites.**  ![Cybersecurity](https://img.shields.io/badge/Domain-Cybersecurity-red) ![Python](https://img.shields.io/badge/Python-3.x-blue) ![Deep Packet Inspection](https://img.shields.io/badge/Network-Deep%20Packet%20Inspection-purple) ![Security](https://img.shields.io/badge/Security-Real--Time-orange) ![Status](https://img.shields.io/badge/Status-Active-success)  ---  ## 📌 Table of Contents  * [Overview](#-overview) * [Problem Statement](#-problem-statement) * [Solution](#-solution) * [Objectives](#-objectives) * [Key Features](#-key-features) * [How the System Works](#-how-the-system-works) * [System Architecture](#-sys",,,,,,,,,
G2B-066,open_source,pedroleitao-neo4j/pedroleitao-neo4j,2026-01-05T10:51:52Z,pedroleitao-neo4j/pedroleitao-neo4j,"# Pedro's Neo4j Assets  Pedro's enterprise implementation patterns for Neo4j. This hub features a curated selection of industry-specific assets, spanning Cybersecurity, Finance, and AI. Each repository represents an accelerated solution focused on the strategic integration of Graph Technology and Large Language Models (LLMs) or Machine Learning to drive data-driven decision-making.  ## Table of Contents  - [Industry Use Cases](#industry-use-cases)     - [Cybersecurity & Risk Management](#️-cybersecurity--risk-management)     - [Financial Services & Fraud](#-financial-services--fraud)     - [Insurance](#-insurance)     - [Legal](#-legal)     - [Customer 360](#-customer-360)     - [Analytics & Research](#-analytics) - [AI Use Cases & Experiments](#ai-use-cases--experiments)  ## Industry Use Cases  ### Cybersecurity & Risk Management  These repositories demonstrate how graph technology identifies hidden risks and structural vulnerabilities that relational databases often miss.  * **[VPEM (Vulnerability Prioritization & Exposure Management)](https://github.com/pedroleitao-neo4j/cyber-vpem):** A foundational graph model for cybersecurity. It maps the relationship between assets, vulnera",,,,,,,,,
